Id,field,age,type,harvest_year,harvest_month,production
62,0,24,5,2009,3,0.04016155088852989
63,0,24,5,2009,4,0.012148626817447496
64,0,24,5,2009,5,0.04966074313408724
65,0,24,5,2009,6,0.06878836833602585
66,0,24,5,2009,7,0.15153473344103394
67,0,24,5,2009,8,0.29195476575121165
68,0,24,5,2009,9,0.4555088852988692
69,0,24,5,2009,10,0.5067851373182553
70,0,24,5,2009,11,0.6372859450726979
71,0,25,5,2010,2,0.07195476575121164
72,0,25,5,2010,3,0.02768982229402262
73,0,25,5,2010,4,0.014410339256865912
74,0,25,5,2010,5,0.051276252019386105
75,0,25,5,2010,6,0.052762520193861066
76,0,25,5,2010,7,0.061744749596122785
77,0,25,5,2010,8,0.2553150242326333
78,0,25,5,2010,9,0.3097253634894992
79,0,25,5,2010,10,0.5111147011308562
80,0,25,5,2010,11,0.591373182552504
81,0,25,5,2010,12,0.3844911147011309
82,0,26,5,2011,1,0.125686591276252
83,0,26,5,2011,2,0.047075928917609054
84,0,26,5,2011,3,0.037350565428109855
85,0,26,5,2011,4,0.04306946688206785
86,0,26,5,2011,5,0.018869143780290795
87,0,26,5,2011,6,0.037705977382875615
88,0,26,5,2011,7,0.11996768982229405
89,0,26,5,2011,8,0.15063004846526656
90,0,26,5,2011,9,0.3705977382875607
91,0,26,5,2011,10,0.6863651050080777
92,0,26,5,2011,11,0.3075605815831987
93,0,26,5,2011,12,0.3610662358642973
94,1,19,5,2004,1,0.06239067055393586
95,1,19,5,2004,2,0.05276967930029154
96,1,19,5,2004,3,0.012354227405247813
97,1,19,5,2004,4,0.021173469387755106
98,1,19,5,2004,5,0.04588192419825073
99,1,19,5,2004,6,0.08731778425655977
100,1,19,5,2004,7,0.2825801749271137
101,1,19,5,2004,8,0.35583090379008747
102,1,19,5,2004,9,0.42543731778425653
103,1,19,5,2004,10,0.44828717201166185
104,1,19,5,2004,11,0.43473032069970846
105,1,19,5,2004,12,0.20564868804664718
106,1,20,5,2005,1,0.14919825072886297
107,1,20,5,2005,2,0.0635932944606414
108,1,20,5,2005,3,0.06854956268221574
109,1,20,5,2005,4,0.024016034985422735
110,1,20,5,2005,5,0.06650874635568514
111,1,20,5,2005,6,0.18123177842565602
112,1,20,5,2005,7,0.10841836734693877
113,1,20,5,2005,8,0.3262026239067056
114,1,20,5,2005,9,0.592201166180758
115,1,20,5,2005,10,0.2561224489795918
116,1,20,5,2005,11,0.46902332361516036
117,1,20,5,2005,12,0.16428571428571428
118,1,21,5,2006,1,0.17653061224489797
119,1,21,5,2006,2,0.07292274052478136
120,1,21,5,2006,3,0.05754373177842566
121,1,21,5,2006,4,0.01525783527696793
122,1,21,5,2006,5,0.09041545189504373
123,1,21,5,2006,6,0.02292274052478134
124,1,21,5,2006,7,0.042018950437317786
125,1,21,5,2006,8,0.15732507288629738
126,1,21,5,2006,9,0.17408892128279885
127,1,21,5,2006,10,0.49322157434402336
128,1,21,5,2006,11,0.2811588921282799
129,1,21,5,2006,12,0.29300291545189505
130,1,22,5,2007,1,0.21443148688046648
131,1,22,5,2007,2,0.14380466472303208
132,1,22,5,2007,3,0.02988338192419825
133,1,22,5,2007,4,0.027405247813411082
134,1,22,5,2007,5,0.020626822157434402
135,1,22,5,2007,6,0.02576530612244898
136,1,22,5,2007,7,0.05666909620991254
137,1,22,5,2007,8,0.10488338192419827
138,1,22,5,2007,9,0.3305758017492712
139,1,22,5,2007,10,0.47529154518950434
140,1,22,5,2007,11,0.4098032069970845
141,1,22,5,2007,12,0.18695335276967928
142,1,23,5,2008,1,0.14901603498542274
143,1,23,5,2008,2,0.04322157434402332
144,1,23,5,2008,3,0.056960641399416916
145,1,23,5,2008,4,0.06690962099125364
146,1,23,5,2008,5,0.044314868804664724
147,1,23,5,2008,6,0.04172740524781341
148,1,23,5,2008,7,0.10309766763848396
149,1,23,5,2008,8,0.18083090379008745
150,1,23,5,2008,9,0.6390670553935861
151,1,23,5,2008,10,0.363301749271137
152,1,23,5,2008,11,0.21909620991253642
153,1,23,5,2008,12,0.46322886297376087
154,1,24,5,2009,1,0.10302478134110787
155,1,24,5,2009,2,0.04533527696793002
156,1,24,5,2009,3,0.03148688046647231
157,1,24,5,2009,4,0.004810495626822157
158,1,24,5,2009,5,0.05400874635568514
159,1,24,5,2009,6,0.061661807580174935
160,1,24,5,2009,7,0.126567055393586
161,1,24,5,2009,8,0.20841836734693883
162,1,24,5,2009,9,0.5138848396501458
163,1,24,5,2009,10,0.3558673469387755
164,1,24,5,2009,11,0.688228862973761
165,1,25,5,2010,2,0.060823615160349856
166,1,25,5,2010,3,0.009220116618075801
167,1,25,5,2010,4,0.018695335276967928
168,1,25,5,2010,5,0.04216472303206997
169,1,25,5,2010,6,0.08615160349854228
170,1,25,5,2010,7,0.053571428571428575
171,1,25,5,2010,8,0.2724489795918368
172,1,25,5,2010,9,0.3762390670553936
173,1,25,5,2010,10,0.5831268221574343
174,1,25,5,2010,11,0.774161807580175
175,1,25,5,2010,12,0.34792274052478134
176,1,26,5,2011,1,0.13965014577259474
177,1,26,5,2011,2,0.059402332361516035
178,1,26,5,2011,3,0.04088921282798834
179,1,26,5,2011,4,0.009183673469387754
180,1,26,5,2011,5,0.0114067055393586
181,1,26,5,2011,6,0.023688046647230322
182,1,26,5,2011,7,0.12069970845481048
183,1,26,5,2011,8,0.22933673469387755
184,1,26,5,2011,9,0.24063411078717203
185,1,26,5,2011,10,0.706195335276968
186,1,26,5,2011,11,0.34136297376093294
187,1,26,5,2011,12,0.3282798833819242
188,3,18,6,2004,1,0.09453357100415925
189,3,18,6,2004,2,0.04263220439691029
190,3,18,6,2004,3,0.015181224004753422
191,3,18,6,2004,4,0.07703505644682117
192,3,18,6,2004,5,0.10276292335115866
193,3,18,6,2004,6,0.2784016636957813
194,3,18,6,2004,7,0.33336304218657165
195,3,18,6,2004,8,0.18844325609031493
196,3,18,6,2004,9,0.2910873440285205
197,3,18,6,2004,10,0.4129530600118835
198,3,18,6,2004,11,0.2523767082590613
199,3,18,6,2004,12,0.18983957219251343
200,3,19,6,2005,1,0.1811051693404635
201,3,19,6,2005,2,0.11966726084373146
202,3,19,6,2005,3,0.11408199643493762
203,3,19,6,2005,4,0.09307783719548426
204,3,19,6,2005,5,0.21039809863339276
205,3,19,6,2005,6,0.2811051693404635
206,3,19,6,2005,7,0.13674985145573382
207,3,19,6,2005,8,0.48847296494355325
208,3,19,6,2005,9,0.18749257278669046
209,3,19,6,2005,10,0.2596553773024361
210,3,19,6,2005,11,0.20695187165775406
211,3,19,6,2005,12,0.16357694592988714
212,3,20,6,2006,1,0.16485442661913252
213,3,20,6,2006,2,0.17290552584670232
214,3,20,6,2006,3,0.07177658942364826
215,3,20,6,2006,4,0.09553267973856212
216,3,20,6,2006,5,0.04964349376114083
217,3,20,6,2006,6,0.06954842543077838
218,3,20,6,2006,7,0.11598336304218655
219,3,20,6,2006,8,0.2085561497326204
220,3,20,6,2006,9,0.19144385026737973
221,3,20,6,2006,10,0.46310160427807495
222,3,20,6,2006,11,0.13199643493761143
223,3,20,6,2006,12,0.20389185977421267
224,3,21,6,2007,1,0.15273321449792043
225,3,21,6,2007,2,0.17733214497920383
226,3,21,6,2007,3,0.07355912061794416
227,3,21,6,2007,4,0.03689839572192514
228,3,21,6,2007,5,0.0401663695781343
229,3,21,6,2007,6,0.05210932857991682
230,3,21,6,2007,7,0.11470588235294121
231,3,21,6,2007,8,0.12442067736185386
232,3,21,6,2007,9,0.172756981580511
233,3,21,6,2007,10,0.37462863933452173
234,3,21,6,2007,11,0.4011883541295307
235,3,21,6,2007,12,0.22852049910873445
236,3,22,6,2008,1,0.05941770647653001
237,3,22,6,2008,2,0.0787878787878788
238,3,22,6,2008,3,0.04426619132501486
239,3,22,6,2008,4,0.05710041592394534
240,3,22,6,2008,5,0.05270350564468212
241,3,22,6,2008,6,0.053119429590017836
242,3,22,6,2008,7,0.10457516339869284
243,3,22,6,2008,8,0.07364824717765894
244,3,22,6,2008,9,0.5265894236482472
245,3,22,6,2008,10,0.3780451574569222
246,3,22,6,2008,11,0.2725193107546049
247,3,22,6,2008,12,0.11755793226381464
248,3,23,6,2009,1,0.08698752228163995
249,3,23,6,2009,2,0.016458704693998814
250,3,23,6,2009,3,0.04037433155080215
251,3,23,6,2009,4,0.02620320855614974
252,3,23,6,2009,5,0.03992869875222816
253,3,23,6,2009,6,0.03309566250742722
254,3,23,6,2009,7,0.11984551396316104
255,3,23,6,2009,8,0.20448603683897804
256,3,23,6,2009,9,0.3189542483660131
257,3,23,6,2009,10,0.39530600118835424
258,3,23,6,2009,11,0.5814022578728462
259,3,23,6,2009,12,0.22786690433749257
260,3,24,6,2010,1,0.09640522875816997
261,3,24,6,2010,2,0.022667855020796202
262,3,24,6,2010,3,0.022608437314319673
263,3,24,6,2010,4,0.008021390374331553
264,3,24,6,2010,5,0.019845513963161025
265,3,24,6,2010,6,0.009714795008912657
266,3,24,6,2010,7,0.0935531788472965
267,3,24,6,2010,8,0.1627450980392157
268,3,24,6,2010,9,0.35971479500891274
269,3,24,6,2010,10,0.5151812240047534
270,3,24,6,2010,11,0.4387403446226976
271,3,24,6,2010,12,0.23689839572192517
272,3,25,6,2011,1,0.1384135472370767
273,3,25,6,2011,2,0.07355912061794416
274,3,25,6,2011,3,0.012596553773024367
275,3,25,6,2011,4,0.003980986333927512
276,3,25,6,2011,5,0.007367795603089722
277,3,25,6,2011,6,0.010903149138443258
278,3,25,6,2011,7,0.09061200237670829
279,3,25,6,2011,8,0.06613190730837791
280,3,25,6,2011,9,0.10748663101604282
281,3,25,6,2011,10,0.7683303624480097
282,3,25,6,2011,11,0.26072489601901366
283,3,25,6,2011,12,0.22100415923945343
284,4,18,5,2004,1,0.08691423519009726
285,4,18,5,2004,2,0.03937518420277041
286,4,18,5,2004,3,0.019805481874447393
287,4,18,5,2004,4,0.06967285587975244
288,4,18,5,2004,5,0.07975243147656941
289,4,18,5,2004,6,0.09708222811671088
290,4,18,5,2004,7,0.34388446802239914
291,4,18,5,2004,8,0.25561450044208667
292,4,18,5,2004,9,0.2521072796934866
293,4,18,5,2004,10,0.3252578838785736
294,4,18,5,2004,11,0.2404951370468612
295,4,18,5,2004,12,0.1623931623931624
296,4,19,5,2005,1,0.12136752136752137
297,4,19,5,2005,2,0.10244621279104038
298,4,19,5,2005,3,0.07792513999410552
299,4,19,5,2005,4,0.04093722369584439
300,4,19,5,2005,5,0.14459180666077218
301,4,19,5,2005,6,0.20993221338048926
302,4,19,5,2005,7,0.13082817565576185
303,4,19,5,2005,8,0.4132920719127617
304,4,19,5,2005,9,0.20014736221632773
305,4,19,5,2005,10,0.18588269967580318
306,4,19,5,2005,11,0.14544650751547303
307,4,19,5,2005,12,0.15057471264367817
308,4,20,5,2006,1,0.0680813439434129
309,4,20,5,2006,2,0.14936634246979077
310,4,20,5,2006,3,0.04910109048040083
311,4,20,5,2006,4,0.04406130268199234
312,4,20,5,2006,5,0.022752726201002067
313,4,20,5,2006,6,0.043236074270557034
314,4,20,5,2006,7,0.13492484526967286
315,4,20,5,2006,8,0.22375478927203069
316,4,20,5,2006,9,0.08821102269378132
317,4,20,5,2006,10,0.39245505452402013
318,4,20,5,2006,11,0.08732684939581492
319,4,20,5,2006,12,0.1309755378720896
320,4,21,5,2007,1,0.10748600058944886
321,4,21,5,2007,2,0.09938107869142353
322,4,21,5,2007,3,0.043206601827291496
323,4,21,5,2007,4,0.0165929855585028
324,4,21,5,2007,5,0.033628057765988796
325,4,21,5,2007,6,0.050957854406130265
326,4,21,5,2007,7,0.099675803124079
327,4,21,5,2007,8,0.10518715001473622
328,4,21,5,2007,9,0.15402298850574714
329,4,21,5,2007,10,0.5087238432066019
330,4,21,5,2007,11,0.391806660772178
331,4,21,5,2007,12,0.18841732979664014
332,4,22,5,2008,1,0.0475685234305924
333,4,22,5,2008,2,0.04155614500442087
334,4,22,5,2008,3,0.03460064839375184
335,4,22,5,2008,4,0.050957854406130265
336,4,22,5,2008,5,0.05782493368700266
337,4,22,5,2008,6,0.06672561155319777
338,4,22,5,2008,7,0.06507515473032714
339,4,22,5,2008,8,0.14526967285587974
340,4,22,5,2008,9,0.5778661951075745
341,4,22,5,2008,10,0.24641909814323606
342,4,22,5,2008,11,0.19764220453875628
343,4,22,5,2008,12,0.14756852343059243
344,4,23,5,2009,1,0.07276746242263485
345,4,23,5,2009,2,0.021927497789566763
346,4,23,5,2009,3,0.03899204244031831
347,4,23,5,2009,4,0.022045387562628947
348,4,23,5,2009,5,0.016976127320954906
349,4,23,5,2009,6,0.04338343648688476
350,4,23,5,2009,7,0.09793692897141172
351,4,23,5,2009,8,0.19714117300324202
352,4,23,5,2009,9,0.34521072796934865
353,4,23,5,2009,10,0.36318891836133216
354,4,23,5,2009,11,0.5628647214854111
355,4,23,5,2009,12,0.09711170055997645
356,4,24,5,2010,1,0.0584143825523136
357,4,24,5,2010,2,0.021721190686707928
358,4,24,5,2010,3,0.011553197760094313
359,4,24,5,2010,4,0.0035366931918656068
360,4,24,5,2010,5,0.008488063660477453
361,4,24,5,2010,6,0.019216033009136456
362,4,24,5,2010,7,0.08384910109048041
363,4,24,5,2010,8,0.21612142646625407
364,4,24,5,2010,9,0.21411730032419693
365,4,24,5,2010,10,0.44176245210727966
366,4,24,5,2010,11,0.3922782198644268
367,4,24,5,2010,12,0.381992337164751
368,4,25,5,2011,1,0.10639552018862364
369,4,25,5,2011,2,0.08411435307987032
370,4,25,5,2011,3,0.011317418213969938
371,4,25,5,2011,4,0.003772472737989979
372,4,25,5,2011,5,0.009549071618037136
373,4,25,5,2011,6,0.007368110816386679
374,4,25,5,2011,7,0.019363395225464194
375,4,25,5,2011,8,0.06401414677276746
376,4,25,5,2011,9,0.223283230179782
377,4,25,5,2011,10,0.42234011199528443
378,4,25,5,2011,11,0.14804008252284112
379,4,25,5,2011,12,0.25661656351311524
380,5,18,5,2004,1,0.11161556603773584
381,5,18,5,2004,2,0.0566627358490566
382,5,18,5,2004,3,0.0330188679245283
383,5,18,5,2004,4,0.13225235849056602
384,5,18,5,2004,5,0.14941037735849058
385,5,18,5,2004,6,0.16288325471698115
386,5,18,5,2004,7,0.34478183962264153
387,5,18,5,2004,8,0.1732311320754717
388,5,18,5,2004,9,0.1785672169811321
389,5,18,5,2004,10,0.17532429245283018
390,5,18,5,2004,11,0.16005306603773584
391,5,18,5,2004,12,0.13844339622641508
392,5,19,5,2005,1,0.11205778301886789
393,5,19,5,2005,2,0.09492924528301888
394,5,19,5,2005,3,0.11583136792452829
395,5,19,5,2005,4,0.06444575471698114
396,5,19,5,2005,5,0.17971698113207546
397,5,19,5,2005,6,0.2673349056603774
398,5,19,5,2005,7,0.11857311320754715
399,5,19,5,2005,8,0.285996462264151
400,5,19,5,2005,9,0.12104952830188681
401,5,19,5,2005,10,0.12638561320754715
402,5,19,5,2005,11,0.056338443396226415
403,5,19,5,2005,12,0.0954009433962264
404,5,20,5,2006,1,0.03493514150943396
405,5,20,5,2006,2,0.08691037735849057
406,5,20,5,2006,3,0.06376768867924529
407,5,20,5,2006,4,0.07555291863207547
408,5,20,5,2006,5,0.04342570754716982
409,5,20,5,2006,6,0.05277122641509433
410,5,20,5,2006,7,0.10648584905660377
411,5,20,5,2006,8,0.17152122641509435
412,5,20,5,2006,9,0.1927181603773585
413,5,20,5,2006,10,0.32892099056603774
414,5,20,5,2006,11,0.0759433962264151
415,5,20,5,2006,12,0.16701061320754718
416,5,21,5,2007,1,0.08487617924528301
417,5,21,5,2007,2,0.0851120283018868
418,5,21,5,2007,3,0.056456367924528295
419,5,21,5,2007,4,0.018248820754716986
420,5,21,5,2007,5,0.04041863207547171
421,5,21,5,2007,6,0.05539504716981132
422,5,21,5,2007,7,0.07334905660377358
423,5,21,5,2007,8,0.11102594339622643
424,5,21,5,2007,9,0.14089033018867922
425,5,21,5,2007,10,0.36978183962264155
426,5,21,5,2007,11,0.34660966981132074
427,5,21,5,2007,12,0.12659198113207545
428,5,22,5,2008,1,0.0977004716981132
429,5,22,5,2008,2,0.05483490566037737
430,5,22,5,2008,3,0.035288915094339623
431,5,22,5,2008,4,0.10294811320754718
432,5,22,5,2008,5,0.05070754716981132
433,5,22,5,2008,6,0.08696933962264151
434,5,22,5,2008,7,0.09781839622641508
435,5,22,5,2008,8,0.14089033018867922
436,5,22,5,2008,9,0.436497641509434
437,5,22,5,2008,10,0.258873820754717
438,5,22,5,2008,11,0.1987323113207547
439,5,22,5,2008,12,0.12856721698113208
440,5,23,5,2009,1,0.06491745283018867
441,5,23,5,2009,2,0.019545990566037733
442,5,23,5,2009,3,0.04852594339622642
443,5,23,5,2009,4,0.023879716981132074
444,5,23,5,2009,5,0.030159198113207553
445,5,23,5,2009,6,0.07178655660377359
446,5,23,5,2009,7,0.1035377358490566
447,5,23,5,2009,8,0.2383254716981132
448,5,23,5,2009,9,0.3190742924528302
449,5,23,5,2009,10,0.25179834905660375
450,5,23,5,2009,11,0.37202240566037736
451,5,23,5,2009,12,0.08800117924528303
452,5,24,5,2010,1,0.09286556603773584
453,5,24,5,2010,2,0.010023584905660377
454,5,24,5,2010,3,0.012765330188679244
455,5,24,5,2010,4,0.001179245283018868
456,5,24,5,2010,5,0.012293632075471695
457,5,24,5,2010,6,0.0256191037735849
458,5,24,5,2010,7,0.08643867924528302
459,5,24,5,2010,8,0.16922169811320753
460,5,24,5,2010,9,0.2734375
461,5,24,5,2010,10,0.3810731132075471
462,5,24,5,2010,11,0.3047759433962264
463,5,24,5,2010,12,0.07653301886792453
464,5,25,5,2011,1,0.022494103773584906
465,5,25,5,2011,2,0.03266509433962264
466,5,25,5,2011,3,0.01043632075471698
467,5,25,5,2011,4,0.004127358490566038
468,5,25,5,2011,5,0.009758254716981133
469,5,25,5,2011,6,0.007458726415094337
470,5,25,5,2011,7,0.043307783018867924
471,5,25,5,2011,8,0.0629127358490566
472,5,25,5,2011,9,0.24348466981132078
473,5,25,5,2011,10,0.719811320754717
474,5,25,5,2011,11,0.0659492924528302
475,5,25,5,2011,12,0.14091981132075468
476,6,18,5,2004,1,0.23744419642857137
477,6,18,5,2004,2,0.0708705357142857
478,6,18,5,2004,3,0.023549107142857142
479,6,18,5,2004,4,0.12578124999999998
480,6,18,5,2004,5,0.14347098214285714
481,6,18,5,2004,6,0.2470982142857143
482,6,18,5,2004,7,0.3809151785714286
483,6,18,5,2004,8,0.41791294642857135
484,6,18,5,2004,9,0.32366071428571425
485,6,18,5,2004,10,0.3760602678571429
486,6,18,5,2004,11,0.3136160714285714
487,6,18,5,2004,12,0.1876674107142857
488,6,19,5,2005,1,0.12393973214285714
489,6,19,5,2005,2,0.12293526785714287
490,6,19,5,2005,3,0.13080357142857144
491,6,19,5,2005,4,0.06886160714285715
492,6,19,5,2005,5,0.26512276785714284
493,6,19,5,2005,6,0.3657366071428572
494,6,19,5,2005,7,0.27483258928571436
495,6,19,5,2005,8,0.4646205357142857
496,6,19,5,2005,9,0.2981026785714286
497,6,19,5,2005,10,0.2321986607142857
498,6,19,5,2005,11,0.16389508928571428
499,6,19,5,2005,12,0.11434151785714285
500,6,20,5,2006,1,0.06501116071428571
501,6,20,5,2006,2,0.14732142857142858
502,6,20,5,2006,3,0.06930803571428572
503,6,20,5,2006,4,0.1280376674107143
504,6,20,5,2006,5,0.06478794642857143
505,6,20,5,2006,6,0.08900669642857142
506,6,20,5,2006,7,0.175390625
507,6,20,5,2006,8,0.20948660714285713
508,6,20,5,2006,9,0.20106026785714284
509,6,20,5,2006,10,0.4063058035714286
510,6,20,5,2006,11,0.19905133928571428
511,6,20,5,2006,12,0.1849330357142857
512,6,21,5,2007,1,0.22611607142857146
513,6,21,5,2007,2,0.22036830357142856
514,6,21,5,2007,3,0.08934151785714287
515,6,21,5,2007,4,0.07176339285714285
516,6,21,5,2007,5,0.07717633928571428
517,6,21,5,2007,6,0.13984375
518,6,21,5,2007,7,0.12075892857142856
519,6,21,5,2007,8,0.29715401785714285
520,6,21,5,2007,9,0.16997767857142856
521,6,21,5,2007,10,0.5434151785714286
522,6,21,5,2007,11,0.43080357142857145
523,6,21,5,2007,12,0.16417410714285716
524,6,22,5,2008,1,0.12036830357142857
525,6,22,5,2008,2,0.06802455357142856
526,6,22,5,2008,3,0.10546874999999999
527,6,22,5,2008,4,0.15228794642857144
528,6,22,5,2008,5,0.11579241071428568
529,6,22,5,2008,6,0.19257812500000002
530,6,22,5,2008,7,0.15401785714285715
531,6,22,5,2008,8,0.4520089285714286
532,6,22,5,2008,9,0.6518973214285714
533,6,22,5,2008,10,0.4501674107142857
534,6,22,5,2008,11,0.23671875
535,6,22,5,2008,12,0.3786830357142857
536,6,23,5,2009,1,0.11729910714285714
537,6,23,5,2009,2,0.05228794642857142
538,6,23,5,2009,3,0.10011160714285715
539,6,23,5,2009,4,0.08258928571428571
540,6,23,5,2009,5,0.05061383928571428
541,6,23,5,2009,6,0.1663504464285714
542,6,23,5,2009,7,0.27310267857142856
543,6,23,5,2009,8,0.2732700892857142
544,6,23,5,2009,9,0.6226562499999999
545,6,23,5,2009,10,0.46796874999999993
546,6,23,5,2009,11,0.5580915178571428
547,6,23,5,2009,12,0.4044642857142857
548,6,24,5,2010,1,0.05463169642857142
549,6,24,5,2010,2,0.11875000000000001
550,6,24,5,2010,3,0.05797991071428571
551,6,24,5,2010,4,0.059430803571428575
552,6,24,5,2010,5,0.03565848214285714
553,6,24,5,2010,6,0.06093749999999999
554,6,24,5,2010,7,0.19263392857142858
555,6,24,5,2010,8,0.302734375
556,6,24,5,2010,9,0.46573660714285703
557,6,24,5,2010,10,0.38487723214285713
558,6,24,5,2010,11,0.7888950892857143
559,6,24,5,2010,12,0.27533482142857146
560,6,25,5,2011,1,0.19017857142857142
561,6,25,5,2011,2,0.07075892857142856
562,6,25,5,2011,3,0.03415178571428571
563,6,25,5,2011,4,0.015401785714285713
564,6,25,5,2011,5,0.02762276785714285
565,6,25,5,2011,6,0.03666294642857143
566,6,25,5,2011,7,0.15625
567,6,25,5,2011,8,0.13030133928571427
568,6,25,5,2011,9,0.2988839285714286
569,6,25,5,2011,10,0.3633370535714286
570,6,25,5,2011,11,0.20362723214285713
571,6,25,5,2011,12,0.46210937500000004
572,7,18,5,2004,1,0.2140774677217826
573,7,18,5,2004,2,0.07830070803831737
574,7,18,5,2004,3,0.02315701790920449
575,7,18,5,2004,4,0.11012078300708039
576,7,18,5,2004,5,0.12952936276551438
577,7,18,5,2004,6,0.22374010828821325
578,7,18,5,2004,7,0.39854227405247816
579,7,18,5,2004,8,0.32632236568096623
580,7,18,5,2004,9,0.25301957517700957
581,7,18,5,2004,10,0.3351936693044565
582,7,18,5,2004,11,0.3017492711370262
583,7,18,5,2004,12,0.16788837984173263
584,7,19,5,2005,1,0.12257392753019575
585,7,19,5,2005,2,0.13794252394835482
586,7,19,5,2005,3,0.1284048313202832
587,7,19,5,2005,4,0.07030403998334027
588,7,19,5,2005,5,0.23890045814244065
589,7,19,5,2005,6,0.30420658059142025
590,7,19,5,2005,7,0.10974593919200333
591,7,19,5,2005,8,0.3965847563515202
592,7,19,5,2005,9,0.28371511870054145
593,7,19,5,2005,10,0.17559350270720533
594,7,19,5,2005,11,0.13040399833402747
595,7,19,5,2005,12,0.0971261974177426
596,7,20,5,2006,1,0.07126197417742607
597,7,20,5,2006,2,0.14623073719283633
598,7,20,5,2006,3,0.05389421074552271
599,7,20,5,2006,4,0.10967825905872552
600,7,20,5,2006,5,0.049687630154102456
601,7,20,5,2006,6,0.09354435651811745
602,7,20,5,2006,7,0.14860474802165766
603,7,20,5,2006,8,0.12353186172428154
604,7,20,5,2006,9,0.17296959600166598
605,7,20,5,2006,10,0.3769262807163682
606,7,20,5,2006,11,0.2098708871303624
607,7,20,5,2006,12,0.2038317367763432
608,7,21,5,2007,1,0.13927530195751767
609,7,21,5,2007,2,0.08600583090379009
610,7,21,5,2007,3,0.07655143690129113
611,7,21,5,2007,4,0.02423990004164931
612,7,21,5,2007,5,0.06897126197417741
613,7,21,5,2007,6,0.1817576009995835
614,7,21,5,2007,7,0.11299458558933778
615,7,21,5,2007,8,0.22265722615576844
616,7,21,5,2007,9,0.18833819241982505
617,7,21,5,2007,10,0.3941690962099125
618,7,21,5,2007,11,0.5104956268221573
619,7,21,5,2007,12,0.13977509371095378
620,7,22,5,2008,1,0.1590587255310287
621,7,22,5,2008,2,0.07975843398583923
622,7,22,5,2008,3,0.09779258642232402
623,7,22,5,2008,4,0.11436901291128697
624,7,22,5,2008,5,0.08854643898375678
625,7,22,5,2008,6,0.14144106622240735
626,7,22,5,2008,7,0.1301957517700958
627,7,22,5,2008,8,0.28138275718450645
628,7,22,5,2008,9,0.7044981257809246
629,7,22,5,2008,10,0.7342357351103708
630,7,22,5,2008,11,0.319158683881716
631,7,22,5,2008,12,0.2598917117867556
632,7,23,5,2009,1,0.07059558517284464
633,7,23,5,2009,2,0.14181591003748437
634,7,23,5,2009,3,0.06339025406080799
